8_puzzle	eta_pajZala#eta_pajZala#noun#2#RM
relative_degree	reletiva_digrI#reletiva_digrI#noun#2#RM
relevant_actions	relevanta_ekSaMsa#relevanta_ekSaMsa#noun#2#RM
resolution_process	rejZalUSana_prosesa#rejZalUSana_prosesa#noun#2#RM
robot_domain	robota_domena#robota_domena#noun#2#RM
root_level	rUta_levala#rUta_levala#noun#2#RM
root_node	rUta_noda#rUta_noda#noun#2#RM
roots_estimate	rUtsa_estimeta#rUtsa_estimeta#noun#2#RM
row_value	ro_vElyU#ro_vElyU#noun#2#RM
rule_of_thumbs	rUla_oYPa_Wamba#rUla_oYPa_Wamba#noun#3#RM
script_kiddies	skripta_kiddIja#skripta_kiddIja#noun#2#RM
search_algorithm	Koja_kalana_viXi/sarca_elgorixama/Koja_kalanaviXi#Koja_kalana_viXi/sarca_elgorixama/Koja_kalanaviXi#noun#2#RM
search_algorithms	sarca_algorixamsa/sarca_elgorixamsa#sarca_algorixamsa/sarca_elgorixamsa#noun#2#RM
search_function	sarca_PaMkSana#sarca_PaMkSana#noun#2#RM
search_method	Koja_viXi/sarca_meWada/sarca_mEWada#Koja_viXi/sarca_meWada/sarca_mEWada#noun#2#RM
search_methods	Koja_viXiyAz/sarca_meWadsa/sarca_mEWadsa/Koja_viXiyoM/Koja_viXi#Koja_viXiyAz/sarca_meWadsa/sarca_mEWadsa/Koja_viXiyoM/Koja_viXi#noun#2#RM
search_problems	Koja_samasyAoM/sarca_problamsa#Koja_samasyAoM/sarca_problamsa#noun#2#RM
search_process	Koja_prakriyA/sarca_prosesa/Koja_prosesa#Koja_prakriyA/sarca_prosesa/Koja_prosesa#noun#2#RM
search_space	sarca_spesa#sarca_spesa#noun#2#RM
search_spaces	sarca_spesijZa/sarca_spesejZa#sarca_spesijZa/sarca_spesejZa#noun#2#RM
search_tree	sarca_trI#sarca_trI#noun#2#RM
search_trees	sarca_trIja#sarca_trIja#noun#2#RM
second_order_logic	xviwIya_krama_warka/sekaMda_oYrdara_loYjika#xviwIya_krama_warka/sekaMda_oYrdara_loYjika#noun#3#RM
second_order_predicate_logic	xviwIya_krama_nirXAraka_warka/sekaMda_oYrdara_predIketa_loYjika#xviwIya_krama_nirXAraka_warka/sekaMda_oYrdara_predIketa_loYjika#noun#4#RM
secondary_search	xviwIyaka_Koja/sekeMdarI_sarca#xviwIyaka_Koja/sekeMdarI_sarca#noun#2#RM
selection_process	cayana_prakriyA/silekSana_prosesa#cayana_prakriyA/silekSana_prosesa#noun#2#RM
selective_search	cayanAwmaka_Koja/silektiva_sarca#cayanAwmaka_Koja/silektiva_sarca#noun#2#RM
semantic_net	simEMtika_neta#simEMtika_neta#noun#2#RM
semantic_network	arWa_vinyAsI_waMwra/simeMtika_netavarka/simEMtika_netavarka#arWa_vinyAsI_waMwra/simeMtika_netavarka/simEMtika_netavarka#noun#2#RM
semi_human	semI_hyUmana#semI_hyUmana#noun#2#RM
sequential_and_causal_relationship	sikvenSala_eMda_koYjZala_rileSanSipa#sikvenSala_eMda_koYjZala_rileSanSipa#noun#4#RM
set_problems	seta_problamsa#seta_problamsa#noun#2#RM
short-listing_process	SoYrta-listiMga_prosesa#SoYrta-listiMga_prosesa#noun#2#RM
shortest_path	sabase_CotA_rAswA/Sortesta_pAWa/sabase_Cote_rAswe#sabase_CotA_rAswA/Sortesta_pAWa/sabase_Cote_rAswe#noun#2#RM
shortest_paths	sabase_Cote_rAswoM/Sortesta_pAWsa#sabase_Cote_rAswoM/Sortesta_pAWsa#noun#2#RM
sibling's_value	sibliMga'sa_vElyU#sibliMga'sa_vElyU#noun#2#RM
sigmoid_function	sigmAida_PaMkSana/sigmoida_PaMkSana#sigmAida_PaMkSana/sigmoida_PaMkSana#noun#2#RM
signaling_process	saMkewana_prakriyA/signaliMga_prosesa#saMkewana_prakriyA/signaliMga_prosesa#noun#2#RM
signature_recognition_system	haswAkRara_pahacAna_praNAlI/signecara_rekoYgnISana_sistama#haswAkRara_pahacAna_praNAlI/signecara_rekoYgnISana_sistama#noun#3#RM
simple_planning	simpala_plAniMga#simpala_plAniMga#noun#2#RM
simulated_annealing	simuletida_enIliMga/simuletida_ennIliMga/simuleteda_ennIliMga/simyuleteda_anIliMga/simyuleteda_enIliMga#simuletida_enIliMga/simuletida_ennIliMga/simuleteda_ennIliMga/simyuleteda_anIliMga/simyuleteda_enIliMga#noun#2#RM
simulated_hill_climbing	simyuleteda_hila_klAimbiMga#simyuleteda_hila_klAimbiMga#noun#3#RM
single_conceptualization	ekala_avaXAraNA/siMgala_kaMsepcyulAijZESana#ekala_avaXAraNA/siMgala_kaMsepcyulAijZESana#noun#2#RM
single_hidden_layer	ekala_CipI_parawa/siMgala_hidana_leyara#ekala_CipI_parawa/siMgala_hidana_leyara#noun#3#RM
single_layer	ekala_parawa/siMgala_leyara#ekala_parawa/siMgala_leyara#noun#2#RM
single_layer_perceptron.	siMgala_leyara_parsepatrona#siMgala_leyara_parsepatrona#noun#3#RM
single_point_crossover	siMgala_poYinta_kroYsaovara#siMgala_poYinta_kroYsaovara#noun#3#RM
skolem_constant	skoYlema_koYnsteMta#skoYlema_koYnsteMta#noun#2#RM
skolem_constants	skoYlema_koYnsteMtsa#skoYlema_koYnsteMtsa#noun#2#RM
skolem_function	skoYlema_PaMkSana#skoYlema_PaMkSana#noun#2#RM
soft_computing	soYPta_kampyUtiMga#soYPta_kampyUtiMga#noun#2#RM
soft_constraints	soYPta_streMntsa#soYPta_streMntsa#noun#2#RM
solution_path_calculation	soYlyUSana_pAWa_kElakuleSana#soYlyUSana_pAWa_kElakuleSana#noun#3#RM
solution_search	solyuSana_Koja/solyuSana_sarca/solyUSana_sarca#solyuSana_Koja/solyuSana_sarca/solyUSana_sarca#noun#2#RM
solution_search_method	solyuSana_Koja_viXi/solyuSana_sarca_meWada#solyuSana_Koja_viXi/solyuSana_sarca_meWada#noun#3#RM
solution_set	soYlyUSana_seta/solyUSana_seta#soYlyUSana_seta/solyUSana_seta#noun#2#RM
solution_space	soYlyUSana_spesa/solyuSana_spesa/solyUSana_spesa#soYlyUSana_spesa/solyuSana_spesa/solyUSana_spesa#noun#2#RM
solution_space_search	soYlyuSana_spesa_sarca/solyuSana_spesa_sarca/solyUSana_spesa_sarca#soYlyuSana_spesa_sarca/solyuSana_spesa_sarca/solyUSana_spesa_sarca#noun#3#RM
solution_state	solyUSana_steta#solyUSana_steta#noun#2#RM
solution_states	solyUSana_stetsa#solyUSana_stetsa#noun#2#RM
solutions_search	solyUSansa_sarca#solyUSansa_sarca#noun#2#RM
space_complexity	spesa_koYmpleksitI#spesa_koYmpleksitI#noun#2#RM
space_constraint	spesa_kansatreMta#spesa_kansatreMta#noun#2#RM
sparse_neighborhood	spArsa_nebarahuda#spArsa_nebarahuda#noun#2#RM
sparse_neighbourhood	deMsa_nebarahuda/spArsa_nebarahuda#deMsa_nebarahuda/spArsa_nebarahuda#noun#2#RM
sparse_neighbourhood_function	deMsa_nebarahuda_PaMkSana/spArsa_nebarahuda_PaMkSana#deMsa_nebarahuda_PaMkSana/spArsa_nebarahuda_PaMkSana#noun#3#RM
speech_recognition	spIca_rekagniSana#spIca_rekagniSana#noun#2#RM
speech_translation	bolI_anuvAxa/spIca_trAMsaleSana#bolI_anuvAxa/spIca_trAMsaleSana#noun#2#RM
speech_translation_problem	bolI_anuvAxa_progrAma/spIca_trAMsaleSana_progrAma/bolI_anuvAxa_problama/spIca_trAMsaleSana_problama#bolI_anuvAxa_progrAma/spIca_trAMsaleSana_progrAma/bolI_anuvAxa_problama/spIca_trAMsaleSana_problama#noun#3#RM
square_function	skveyara_PaMkSana#skveyara_PaMkSana#noun#2#RM
start_node	stArta_noda#stArta_noda#noun#2#RM
start_state	AraMBika_avasWA/stArta_steta#AraMBika_avasWA/stArta_steta#noun#2#RM
starting_node	stArtiMga_noda#stArtiMga_noda#noun#2#RM
state-space-search_star	steta-spesa-sarca_stAra#steta-spesa-sarca_stAra#noun#2#RM
state_space	steta_spesa#steta_spesa#noun#2#RM
state_space_representation	steta_spesa_reprajZenteSana#steta_spesa_reprajZenteSana#noun#3#RM
state_space_search	steta_spesa_sarca#steta_spesa_sarca#noun#3#RM
state_space_two	steta_spesa_tU#steta_spesa_tU#noun#3#RM
state_spaces	steta_spesejZa#steta_spesejZa#noun#2#RM
static_evaluation_function	stEtika_ivelyUeSana_PaMkSana/stEtika_ivElyUeSana_PaMkSana#stEtika_ivelyUeSana_PaMkSana/stEtika_ivElyUeSana_PaMkSana#noun#3#RM
static_evaluation_function_value	stEtika_ivelyUeSana_PaMkSana_vElyU#stEtika_ivelyUeSana_PaMkSana_vElyU#noun#4#RM
static_evaluation_functions	stEtika_ivElyUeSana_PaMkSansa#stEtika_ivElyUeSana_PaMkSansa#noun#3#RM
static_variables	sWEwika_cara/stEtika_verieblsa#sWEwika_cara/stEtika_verieblsa#noun#2#RM
statistical_reasoning	sAMKyikIya_warka/stetistikala_rIjZaniMga#sAMKyikIya_warka/stetistikala_rIjZaniMga#noun#2#RM
steepest_ascent_hill_climbing	stIpesta_eseMta_hila_klAimbiMga#stIpesta_eseMta_hila_klAimbiMga#noun#4#RM
storage_time	storeja_tAima#storeja_tAima#noun#2#RM
strict_ordering	strIkta_oYrdariMga#strIkta_oYrdariMga#noun#2#RM
structured_process	strakcarda_prosesa#strakcarda_prosesa#noun#2#RM
sub_goals	saba_golsa#saba_golsa#noun#2#RM
sub_optimal_solution	sabaoYptimala_solyUSana#sabaoYptimala_solyUSana#noun#3#RM
sub_trees	saba_trIja#saba_trIja#noun#2#RM
subjective_probability	sabjektiva_probebilitI#sabjektiva_probebilitI#noun#2#RM
suboptimal_functions	sabaoYptimala_PaMkSansa#sabaoYptimala_PaMkSansa#noun#2#RM
suboptimal_solution	sabaoYptimala_solyUSana#sabaoYptimala_solyUSana#noun#2#RM
supervised_learning	paryavekRiwa_SikRaNa/suparvAijZada_larniMga#paryavekRiwa_SikRaNa/suparvAijZada_larniMga#noun#2#RM
sussman_anomaly	sUsamEna_enomalI#sUsamEna_enomalI#noun#2#RM
sussman_problem	susmAna_problama#susmAna_problama#noun#2#RM
symbol_structure	prawIka_saMracanA/simbalsa_strakcara#prawIka_saMracanA/simbalsa_strakcara#noun#2#RM
symbol_structures	prawIka_saMracanAoM/simbalsa_strakcarsa#prawIka_saMracanAoM/simbalsa_strakcarsa#noun#2#RM
symbolic_representation	prawIkAwmaka_nirUpaNa/simbolika_reprajZentESana#prawIkAwmaka_nirUpaNa/simbolika_reprajZentESana#noun#2#RM
system_calls	sistama_koYlsa#sistama_koYlsa#noun#2#RM
tabu_search	tabu_sarca#tabu_sarca#noun#2#RM
targeted_attacks	tArageteda_atEksa#tArageteda_atEksa#noun#2#RM
terminating_criteria	tarminetiMga_krAiteriyA#tarminetiMga_krAiteriyA#noun#2#RM
three-prong_structure	WrI-proMga_strakcara#WrI-proMga_strakcara#noun#2#RM
three_dimensional_space	WrI_dAimenSanala_spesa#WrI_dAimenSanala_spesa#noun#3#RM
threshold_value	WreSaholda_vElyU#WreSaholda_vElyU#noun#2#RM
tic_tac_toe	tika_tEka_to#tika_tEka_to#noun#3#RM
tolerance_level	toYlareMsa_levala#toYlareMsa_levala#noun#2#RM
tolerance_value	toYlareMsa_vElyU#toYlareMsa_vElyU#noun#2#RM
transition_finished	trAMJiSana_PiniSada#trAMJiSana_PiniSada#noun#2#RM
transition_starting	trAMJiSana_stArtiMga#trAMJiSana_stArtiMga#noun#2#RM
traveling_salesman_problem	trEveliMga_selsamEna_proYblama/trEveliMga_selsamEna_problama#trEveliMga_selsamEna_proYblama/trEveliMga_selsamEna_problama#noun#3#RM
travelling_salesman_problem	trevaliMga_selsamena_problama/trEvaliMga_selsamena_proYblama/trEvaliMga_selsamena_problama/trEvaliMga_selsamEna_problama/trEveliMga_selsamena_problama#trevaliMga_selsamena_problama/trEvaliMga_selsamena_proYblama/trEvaliMga_selsamena_problama/trEvaliMga_selsamEna_problama/trEveliMga_selsamena_problama#noun#3#RM
two-dimensional_space	tU-_dimenSanala_spesa#tU-_dimenSanala_spesa#noun#2#RM
two_dimensional_space	tU_dAimenSanala_spesa#tU_dAimenSanala_spesa#noun#3#RM
unexplored_node	anaeksaplorada_noda/anaeksaplorda_noda/anaeksplordanoda#anaeksaplorada_noda/anaeksaplorda_noda/anaeksplordanoda#noun#2#RM
unexplored_nodes	anaeksaplorada_nodsa/anaeksaplorda_nodsa#anaeksaplorada_nodsa/anaeksaplorda_nodsa#noun#2#RM
unguided_search	anirxeSiwa_Koja/anagAideda_sarca#anirxeSiwa_Koja/anagAideda_sarca#noun#2#RM
unguided_search_method	anirxeSiwa_Koja_viXi/anagAideda_sarca_meWada#anirxeSiwa_Koja_viXi/anagAideda_sarca_meWada#noun#3#RM
unguided_search_methods	anirxeSiwa_Koja_viXi/anagAideda_sarca_meWada/anirxeSiwa_Koja_viXiyAM/anagAideda_sarca_meWadsa/anirxeSiwa_Koja_viXiyAz/anagAidida_sarca_mEWadsa/anirxeSiwa_Koja_viXiyoM#anirxeSiwa_Koja_viXi/anagAideda_sarca_meWada/anirxeSiwa_Koja_viXiyAM/anagAideda_sarca_meWadsa/anirxeSiwa_Koja_viXiyAz/anagAidida_sarca_mEWadsa/anirxeSiwa_Koja_viXiyoM#noun#3#RM
unification_algorithm	ekIkaraNa_kalana_viXi/yUniPikeSana_elgorixama#ekIkaraNa_kalana_viXi/yUniPikeSana_elgorixama#noun#2#RM
unification_process	ekIkaraNa_prakriyA/yUniPikeSana_prosesa#ekIkaraNa_prakriyA/yUniPikeSana_prosesa#noun#2#RM
universal_and_existential_quantifier	sArvaBOmika_Ora_aswiwvagawa_parimANaka/yUnivarsala_eMda_eksistenSiyala_kvAMtiPAyara#sArvaBOmika_Ora_aswiwvagawa_parimANaka/yUnivarsala_eMda_eksistenSiyala_kvAMtiPAyara#noun#4#RM
universal_and_existential_quantifiers	sArvaBOmika_Ora_aswiwvagawa_parimANakoM/yUnivarsala_eMda_eksistenSiyala_kvAMtiPAyarsa#sArvaBOmika_Ora_aswiwvagawa_parimANakoM/yUnivarsala_eMda_eksistenSiyala_kvAMtiPAyarsa#noun#4#RM
universal_quantifier	sArvaBOmika_parimANaka/yUnivarsala_kvAMtiPAyara/yUnivarsala_kvAMtiPAyarsa#sArvaBOmika_parimANaka/yUnivarsala_kvAMtiPAyara/yUnivarsala_kvAMtiPAyarsa#noun#2#RM
universal_quantifiers	sArvaBOmika_parimANakoM/yUnivarsala_kvAMtiPAyarsa#sArvaBOmika_parimANakoM/yUnivarsala_kvAMtiPAyarsa#noun#2#RM
unsupervised_learning	aparyavekRiwa_SikRaNa/anasuparvAijZada_larniMga#aparyavekRiwa_SikRaNa/anasuparvAijZada_larniMga#noun#2#RM
unwinding_phase	anavAiMdiMga_Pesa#anavAiMdiMga_Pesa#noun#2#RM
valley_descending	vElI_disendiMga#vElI_disendiMga#noun#2#RM
variable_binding_process	variebala_bAindiMga_prosesa#variebala_bAindiMga_prosesa#noun#3#RM
variable_descent	veriebala_diseMta#veriebala_diseMta#noun#2#RM
variable_descent_neighborhood_method	veriebala_diseMta_nebarahuda_meWada#veriebala_diseMta_nebarahuda_meWada#noun#4#RM
variable_mappings	cara_mEpiMgsa/variebala_mEpiMgsa#cara_mEpiMgsa/variebala_mEpiMgsa#noun#2#RM
variable_neighborhood_descent	veriebala_nebarahuda_diseMta#veriebala_nebarahuda_diseMta#noun#3#RM
variable_neighbourhood	veriebala_nebarahuda#veriebala_nebarahuda#noun#2#RM
variable_neighbourhood_descent	veriebala_nebarahuda_disenta#veriebala_nebarahuda_disenta#noun#3#RM
variable_neighbourhood_descent_function	veriebala_nebarahuda_disenta_PaMkSana#veriebala_nebarahuda_disenta_PaMkSana#noun#4#RM
variable_values	cara_mAna/variebala_vElyUja#cara_mAna/variebala_vElyUja#noun#2#RM
vector_value	saxiSa_mAna/vektara_vElyU#saxiSa_mAna/vektara_vElyU#noun#2#RM
vehicle_routing_problem	vehikala_rUtiMga_problama#vehikala_rUtiMga_problama#noun#3#RM
virtual_infinity	ABAsI_anaMwa/varcuala_inaPinitI#ABAsI_anaMwa/varcuala_inaPinitI#noun#2#RM
virus_scanners	vAyarasa_skEnarsa#vAyarasa_skEnarsa#noun#2#RM
voice_recognition_systems	voYyasa_rikagniSana_sistamsa#voYyasa_rikagniSana_sistamsa#noun#3#RM
von_neumann_architecture	voYna_nyUmEna_Arkitekcara#voYna_nyUmEna_Arkitekcara#noun#3#RM
water_jug_problem	vAtara_jaga_problama#vAtara_jaga_problama#noun#3#RM
web_ontology_language	veba_oYntoloYjI_lEMgveja#veba_oYntoloYjI_lEMgveja#noun#3#RM
weight_matrix	veta_mEtriksa#veta_mEtriksa#noun#2#RM
weighted_value	veteda_vElyU#veteda_vElyU#noun#2#RM
well-formed_formula	suvyavasWiwa_sUwra/vela-PoYrmda_PoYrmyUlA#suvyavasWiwa_sUwra/vela-PoYrmda_PoYrmyUlA#noun#2#RM
white_node	vhAita_noda#vhAita_noda#noun#2#RM
winding_and_unwinding_phase	vAiMdiMga_Ora_anavAiMdiMga_Pesa#vAiMdiMga_Ora_anavAiMdiMga_Pesa#noun#4#RM
winding_phase	vAiMdiMga_Pesa#vAiMdiMga_Pesa#noun#2#RM
winning_move	vijewA_cAla/viniMga_mUva#vijewA_cAla/viniMga_mUva#noun#2#RM
winning_moves	vijewA_cAleM/viniMga_mUvaja#vijewA_cAleM/viniMga_mUvaja#noun#2#RM
x3d_fritz	eksa_WrI_dI_Pritja#eksa_WrI_dI_Pritja#noun#2#RM
zero_sum	jZiro_sama#jZiro_sama#noun#2#RM
zero_sum_game	jZiro_sama_gema#jZiro_sama_gema#noun#3#RM
zero_sum_games	jZiro_sama_gemsa#jZiro_sama_gemsa#noun#3#RM
